chunk_id,record_type,intent,category,subcategory,title,user_question,question_variants,chatbot_answer,detailed_context,procedure,fee_information,limit_information,eligibility,required_documents,channel,ussd_code,security_notice,escalation_condition,keywords,language,source_url,source_title,collected_at,confidence_score,validation_status
KB0345,merchant,paiement_online,Moov Money Online,,Grace Services,Puis-je payer chez Grace Services avec Moov Money ?,Est-ce que Grace Services accepte Moov Money ? | Puis-je payer chez Grace Services avec Moov Money ? | marchand grace services,Grace Services est listé comme partenaire Moov Money Online dans la catégorie Voyage.,Grace Services est listé comme partenaire Moov Money Online dans la catégorie Voyage. | Channel: Moov Money Online | Merchant category: Voyage | Location: Okala,,,,,,Moov Money Online,,,,"Moov Money Online, Grace Services, paiement_online, Voyage",fr,https://moovmoney.ga/moov-money-online-client/,Grace Services,2026-07-21,0.95,Official public source
KB0346,merchant,paiement_online,Moov Money Online,,Ngomes,Puis-je payer chez Ngomes avec Moov Money ?,Est-ce que Ngomes accepte Moov Money ? | Puis-je payer chez Ngomes avec Moov Money ? | marchand ngomes,Ngomes est listé comme partenaire Moov Money Online dans la catégorie Services.,Ngomes est listé comme partenaire Moov Money Online dans la catégorie Services. | Channel: Moov Money Online | Merchant category: Services | Location: Angondje,,,,,,Moov Money Online,,,,"Moov Money Online, Ngomes, paiement_online, Services",fr,https://moovmoney.ga/moov-money-online-client/,Ngomes,2026-07-21,0.95,Official public source
KB0347,merchant,paiement_online,Moov Money Online,,Ouedraogo Services,Puis-je payer chez Ouedraogo Services avec Moov Money ?,Est-ce que Ouedraogo Services accepte Moov Money ? | Puis-je payer chez Ouedraogo Services avec Moov Money ? | marchand ouedraogo services,Ouedraogo Services est listé comme partenaire Moov Money Online dans la catégorie Services.,Ouedraogo Services est listé comme partenaire Moov Money Online dans la catégorie Services. | Channel: Moov Money Online | Merchant category: Services | Location: Okala,,,,,,Moov Money Online,,,,"Moov Money Online, Ouedraogo Services, paiement_online, Services",fr,https://moovmoney.ga/moov-money-online-client/,Ouedraogo Services,2026-07-21,0.95,Official public source
KB0348,merchant,paiement_online,Moov Money Online,,Ogoouescience,Puis-je payer chez Ogoouescience avec Moov Money ?,Est-ce que Ogoouescience accepte Moov Money ? | Puis-je payer chez Ogoouescience avec Moov Money ? | marchand ogoouescience,Ogoouescience est listé comme partenaire Moov Money Online dans la catégorie Services.,Ogoouescience est listé comme partenaire Moov Money Online dans la catégorie Services. | Channel: Moov Money Online | Merchant category: Services | Location: Non précisé,,,,,,Moov Money Online,,,,"Moov Money Online, Ogoouescience, paiement_online, Services",fr,https://moovmoney.ga/moov-money-online-client/,Ogoouescience,2026-07-21,0.95,Official public source
KB0349,merchant,paiement_online,Moov Money Online,,Le Point du Jour,Puis-je payer chez Le Point du Jour avec Moov Money ?,Est-ce que Le Point du Jour accepte Moov Money ? | Puis-je payer chez Le Point du Jour avec Moov Money ? | marchand le point du jour,Le Point du Jour est listé comme partenaire Moov Money Online dans la catégorie Presse.,Le Point du Jour est listé comme partenaire Moov Money Online dans la catégorie Presse. | Channel: Moov Money Online | Merchant category: Presse | Location: Cité Damas,,,,,,Moov Money Online,,,,"Moov Money Online, Le Point du Jour, paiement_online, Presse",fr,https://moovmoney.ga/moov-money-online-client/,Le Point du Jour,2026-07-21,0.95,Official public source
KB0350,merchant,paiement_online,Moov Money Online,,La Peyrie,Puis-je payer chez La Peyrie avec Moov Money ?,Est-ce que La Peyrie accepte Moov Money ? | Puis-je payer chez La Peyrie avec Moov Money ? | marchand la peyrie,La Peyrie est listé comme partenaire Moov Money Online dans la catégorie Microfinance.,La Peyrie est listé comme partenaire Moov Money Online dans la catégorie Microfinance. | Channel: Moov Money Online | Merchant category: Microfinance | Location: La Peyrie,,,,,,Moov Money Online,,,,"Moov Money Online, La Peyrie, paiement_online, Microfinance",fr,https://moovmoney.ga/moov-money-online-client/,La Peyrie,2026-07-21,0.95,Official public source
KB0351,merchant,paiement_online,Moov Money Online,,Interaxis,Puis-je payer chez Interaxis avec Moov Money ?,Est-ce que Interaxis accepte Moov Money ? | Puis-je payer chez Interaxis avec Moov Money ? | marchand interaxis,Interaxis est listé comme partenaire Moov Money Online dans la catégorie Assurance.,Interaxis est listé comme partenaire Moov Money Online dans la catégorie Assurance. | Channel: Moov Money Online | Merchant category: Assurance | Location: Non précisé,,,,,,Moov Money Online,,,,"Moov Money Online, Interaxis, paiement_online, Assurance",fr,https://moovmoney.ga/moov-money-online-client/,Interaxis,2026-07-21,0.95,Official public source
KB0352,merchant,paiement_payxpress,PayXpress,,Idiora,Puis-je payer chez Idiora avec Moov Money ?,Est-ce que Idiora accepte Moov Money ? | Puis-je payer chez Idiora avec Moov Money ? | marchand idiora,Idiora est listé comme partenaire PayXpress dans la catégorie Restaurant.,Idiora est listé comme partenaire PayXpress dans la catégorie Restaurant. | Channel: PayXpress | Merchant category: Restaurant | Location: Mbolo / Majestic,,,,,,PayXpress,,,,"PayXpress, Idiora, paiement_payxpress, Restaurant",fr,https://moovmoney.ga/payxpress-client/,Idiora,2026-07-21,0.95,Official public source
KB0353,merchant,paiement_payxpress,PayXpress,,La Piazza,Puis-je payer chez La Piazza avec Moov Money ?,Est-ce que La Piazza accepte Moov Money ? | Puis-je payer chez La Piazza avec Moov Money ? | marchand la piazza,La Piazza est listé comme partenaire PayXpress dans la catégorie Restaurant.,La Piazza est listé comme partenaire PayXpress dans la catégorie Restaurant. | Channel: PayXpress | Merchant category: Restaurant | Location: Glass,,,,,,PayXpress,,,,"PayXpress, La Piazza, paiement_payxpress, Restaurant",fr,https://moovmoney.ga/payxpress-client/,La Piazza,2026-07-21,0.95,Official public source
KB0354,merchant,paiement_payxpress,PayXpress,,Le Calypso,Puis-je payer chez Le Calypso avec Moov Money ?,Est-ce que Le Calypso accepte Moov Money ? | Puis-je payer chez Le Calypso avec Moov Money ? | marchand le calypso,Le Calypso est listé comme partenaire PayXpress dans la catégorie Restaurant.,Le Calypso est listé comme partenaire PayXpress dans la catégorie Restaurant. | Channel: PayXpress | Merchant category: Restaurant | Location: Louis,,,,,,PayXpress,,,,"PayXpress, Le Calypso, paiement_payxpress, Restaurant",fr,https://moovmoney.ga/payxpress-client/,Le Calypso,2026-07-21,0.95,Official public source
KB0355,merchant,paiement_payxpress,PayXpress,,L’Emir,Puis-je payer chez L’Emir avec Moov Money ?,Est-ce que L’Emir accepte Moov Money ? | Puis-je payer chez L’Emir avec Moov Money ? | marchand l’emir,L’Emir est listé comme partenaire PayXpress dans la catégorie Restaurant.,L’Emir est listé comme partenaire PayXpress dans la catégorie Restaurant. | Channel: PayXpress | Merchant category: Restaurant | Location: Centre-ville,,,,,,PayXpress,,,,"PayXpress, L’Emir, paiement_payxpress, Restaurant",fr,https://moovmoney.ga/payxpress-client/,L’Emir,2026-07-21,0.95,Official public source
KB0356,merchant,paiement_payxpress,PayXpress,,Centr’Affaires Distribution,Puis-je payer chez Centr’Affaires Distribution avec Moov Money ?,Est-ce que Centr’Affaires Distribution accepte Moov Money ? | Puis-je payer chez Centr’Affaires Distribution avec Moov Money ? | marchand centr’affaires distribution,Centr’Affaires Distribution est listé comme partenaire PayXpress dans la catégorie Boutique/électronique.,Centr’Affaires Distribution est listé comme partenaire PayXpress dans la catégorie Boutique/électronique. | Channel: PayXpress | Merchant category: Boutique/électronique | Location: Non précisé,,,,,,PayXpress,,,,"PayXpress, Centr’Affaires Distribution, paiement_payxpress, Boutique/électronique",fr,https://moovmoney.ga/payxpress-client/,Centr’Affaires Distribution,2026-07-21,0.95,Official public source
KB0357,merchant,paiement_payxpress,PayXpress,,Disco Type,Puis-je payer chez Disco Type avec Moov Money ?,Est-ce que Disco Type accepte Moov Money ? | Puis-je payer chez Disco Type avec Moov Money ? | marchand disco type,Disco Type est listé comme partenaire PayXpress dans la catégorie Boutique/électronique.,Disco Type est listé comme partenaire PayXpress dans la catégorie Boutique/électronique. | Channel: PayXpress | Merchant category: Boutique/électronique | Location: Non précisé,,,,,,PayXpress,,,,"PayXpress, Disco Type, paiement_payxpress, Boutique/électronique",fr,https://moovmoney.ga/payxpress-client/,Disco Type,2026-07-21,0.95,Official public source
KB0358,merchant,paiement_payxpress,PayXpress,,Electro Lux,Puis-je payer chez Electro Lux avec Moov Money ?,Est-ce que Electro Lux accepte Moov Money ? | Puis-je payer chez Electro Lux avec Moov Money ? | marchand electro lux,Electro Lux est listé comme partenaire PayXpress dans la catégorie Boutique/électronique.,Electro Lux est listé comme partenaire PayXpress dans la catégorie Boutique/électronique. | Channel: PayXpress | Merchant category: Boutique/électronique | Location: Non précisé,,,,,,PayXpress,,,,"PayXpress, Electro Lux, paiement_payxpress, Boutique/électronique",fr,https://moovmoney.ga/payxpress-client/,Electro Lux,2026-07-21,0.95,Official public source
KB0359,merchant,paiement_payxpress,PayXpress,,En Vogue,Puis-je payer chez En Vogue avec Moov Money ?,Est-ce que En Vogue accepte Moov Money ? | Puis-je payer chez En Vogue avec Moov Money ? | marchand en vogue,En Vogue est listé comme partenaire PayXpress dans la catégorie Boutique/électronique.,En Vogue est listé comme partenaire PayXpress dans la catégorie Boutique/électronique. | Channel: PayXpress | Merchant category: Boutique/électronique | Location: Mont-Bouët,,,,,,PayXpress,,,,"PayXpress, En Vogue, paiement_payxpress, Boutique/électronique",fr,https://moovmoney.ga/payxpress-client/,En Vogue,2026-07-21,0.95,Official public source
KB0360,merchant,paiement_payxpress,PayXpress,,Nassirou Gabon,Puis-je payer chez Nassirou Gabon avec Moov Money ?,Est-ce que Nassirou Gabon accepte Moov Money ? | Puis-je payer chez Nassirou Gabon avec Moov Money ? | marchand nassirou gabon,Nassirou Gabon est listé comme partenaire PayXpress dans la catégorie Boutique/électronique.,Nassirou Gabon est listé comme partenaire PayXpress dans la catégorie Boutique/électronique. | Channel: PayXpress | Merchant category: Boutique/électronique | Location: Non précisé,,,,,,PayXpress,,,,"PayXpress, Nassirou Gabon, paiement_payxpress, Boutique/électronique",fr,https://moovmoney.ga/payxpress-client/,Nassirou Gabon,2026-07-21,0.95,Official public source
KB0361,merchant,paiement_payxpress,PayXpress,,Sana Electronic,Puis-je payer chez Sana Electronic avec Moov Money ?,Est-ce que Sana Electronic accepte Moov Money ? | Puis-je payer chez Sana Electronic avec Moov Money ? | marchand sana electronic,Sana Electronic est listé comme partenaire PayXpress dans la catégorie Boutique/électronique.,Sana Electronic est listé comme partenaire PayXpress dans la catégorie Boutique/électronique. | Channel: PayXpress | Merchant category: Boutique/électronique | Location: Non précisé,,,,,,PayXpress,,,,"PayXpress, Sana Electronic, paiement_payxpress, Boutique/électronique",fr,https://moovmoney.ga/payxpress-client/,Sana Electronic,2026-07-21,0.95,Official public source
KB0362,merchant,paiement_payxpress,PayXpress,,Société Glamour,Puis-je payer chez Société Glamour avec Moov Money ?,Est-ce que Société Glamour accepte Moov Money ? | Puis-je payer chez Société Glamour avec Moov Money ? | marchand societe glamour,Société Glamour est listé comme partenaire PayXpress dans la catégorie Boutique/électronique.,Société Glamour est listé comme partenaire PayXpress dans la catégorie Boutique/électronique. | Channel: PayXpress | Merchant category: Boutique/électronique | Location: Non précisé,,,,,,PayXpress,,,,"PayXpress, Société Glamour, paiement_payxpress, Boutique/électronique",fr,https://moovmoney.ga/payxpress-client/,Société Glamour,2026-07-21,0.95,Official public source
KB0363,merchant,paiement_payxpress,PayXpress,,Gounasse PK18,Puis-je payer chez Gounasse PK18 avec Moov Money ?,Est-ce que Gounasse PK18 accepte Moov Money ? | Puis-je payer chez Gounasse PK18 avec Moov Money ? | marchand gounasse pk18,Gounasse PK18 est listé comme partenaire PayXpress dans la catégorie Alimentation.,Gounasse PK18 est listé comme partenaire PayXpress dans la catégorie Alimentation. | Channel: PayXpress | Merchant category: Alimentation | Location: PK18,,,,,,PayXpress,,,,"PayXpress, Gounasse PK18, paiement_payxpress, Alimentation",fr,https://moovmoney.ga/payxpress-client/,Gounasse PK18,2026-07-21,0.95,Official public source
KB0364,merchant,paiement_payxpress,PayXpress,,Tamboura Angondje,Puis-je payer chez Tamboura Angondje avec Moov Money ?,Est-ce que Tamboura Angondje accepte Moov Money ? | Puis-je payer chez Tamboura Angondje avec Moov Money ? | marchand tamboura angondje,Tamboura Angondje est listé comme partenaire PayXpress dans la catégorie Alimentation.,Tamboura Angondje est listé comme partenaire PayXpress dans la catégorie Alimentation. | Channel: PayXpress | Merchant category: Alimentation | Location: Angondje,,,,,,PayXpress,,,,"PayXpress, Tamboura Angondje, paiement_payxpress, Alimentation",fr,https://moovmoney.ga/payxpress-client/,Tamboura Angondje,2026-07-21,0.95,Official public source
KB0365,merchant,paiement_payxpress,PayXpress,,Oumar Angondje,Puis-je payer chez Oumar Angondje avec Moov Money ?,Est-ce que Oumar Angondje accepte Moov Money ? | Puis-je payer chez Oumar Angondje avec Moov Money ? | marchand oumar angondje,Oumar Angondje est listé comme partenaire PayXpress dans la catégorie Alimentation.,Oumar Angondje est listé comme partenaire PayXpress dans la catégorie Alimentation. | Channel: PayXpress | Merchant category: Alimentation | Location: Angondje,,,,,,PayXpress,,,,"PayXpress, Oumar Angondje, paiement_payxpress, Alimentation",fr,https://moovmoney.ga/payxpress-client/,Oumar Angondje,2026-07-21,0.95,Official public source
KB0366,merchant,paiement_payxpress,PayXpress,,Supérette Le Campagnard,Puis-je payer chez Supérette Le Campagnard avec Moov Money ?,Est-ce que Supérette Le Campagnard accepte Moov Money ? | Puis-je payer chez Supérette Le Campagnard avec Moov Money ? | marchand superette le campagnard,Supérette Le Campagnard est listé comme partenaire PayXpress dans la catégorie Alimentation.,Supérette Le Campagnard est listé comme partenaire PayXpress dans la catégorie Alimentation. | Channel: PayXpress | Merchant category: Alimentation | Location: Centre-ville,,,,,,PayXpress,,,,"PayXpress, Supérette Le Campagnard, paiement_payxpress, Alimentation",fr,https://moovmoney.ga/payxpress-client/,Supérette Le Campagnard,2026-07-21,0.95,Official public source
KB0367,merchant,paiement_payxpress,PayXpress,,Sitimobile,Puis-je payer chez Sitimobile avec Moov Money ?,Est-ce que Sitimobile accepte Moov Money ? | Puis-je payer chez Sitimobile avec Moov Money ? | marchand sitimobile,Sitimobile est listé comme partenaire PayXpress dans la catégorie Télécom.,Sitimobile est listé comme partenaire PayXpress dans la catégorie Télécom. | Channel: PayXpress | Merchant category: Télécom | Location: Non précisé,,,,,,PayXpress,,,,"PayXpress, Sitimobile, paiement_payxpress, Télécom",fr,https://moovmoney.ga/payxpress-client/,Sitimobile,2026-07-21,0.95,Official public source
KB0368,merchant,paiement_payxpress,PayXpress,,Goueme Telecom,Puis-je payer chez Goueme Telecom avec Moov Money ?,Est-ce que Goueme Telecom accepte Moov Money ? | Puis-je payer chez Goueme Telecom avec Moov Money ? | marchand goueme telecom,Goueme Telecom est listé comme partenaire PayXpress dans la catégorie Télécom.,Goueme Telecom est listé comme partenaire PayXpress dans la catégorie Télécom. | Channel: PayXpress | Merchant category: Télécom | Location: Angondje,,,,,,PayXpress,,,,"PayXpress, Goueme Telecom, paiement_payxpress, Télécom",fr,https://moovmoney.ga/payxpress-client/,Goueme Telecom,2026-07-21,0.95,Official public source
KB0369,merchant,paiement_payxpress,PayXpress,,En Vogue,Puis-je payer chez En Vogue avec Moov Money ?,Est-ce que En Vogue accepte Moov Money ? | Puis-je payer chez En Vogue avec Moov Money ? | marchand en vogue,En Vogue est listé comme partenaire PayXpress dans la catégorie Habillement.,En Vogue est listé comme partenaire PayXpress dans la catégorie Habillement. | Channel: PayXpress | Merchant category: Habillement | Location: Mont-Bouët,,,,,,PayXpress,,,,"PayXpress, En Vogue, paiement_payxpress, Habillement",fr,https://moovmoney.ga/payxpress-client/,En Vogue,2026-07-21,0.95,Official public source
KB0370,merchant,paiement_payxpress,PayXpress,,Adams Shopping,Puis-je payer chez Adams Shopping avec Moov Money ?,Est-ce que Adams Shopping accepte Moov Money ? | Puis-je payer chez Adams Shopping avec Moov Money ? | marchand adams shopping,Adams Shopping est listé comme partenaire PayXpress dans la catégorie Habillement.,Adams Shopping est listé comme partenaire PayXpress dans la catégorie Habillement. | Channel: PayXpress | Merchant category: Habillement | Location: Nkembo,,,,,,PayXpress,,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",,"PayXpress, Adams Shopping, paiement_payxpress, Habillement",fr,https://moovmoney.ga/payxpress-client/,Adams Shopping,2026-07-21,0.95,Official public source
KB0371,merchant,paiement_payxpress,PayXpress,,La Sape,Puis-je payer chez La Sape avec Moov Money ?,Est-ce que La Sape accepte Moov Money ? | Puis-je payer chez La Sape avec Moov Money ? | marchand la sape,La Sape est listé comme partenaire PayXpress dans la catégorie Habillement.,La Sape est listé comme partenaire PayXpress dans la catégorie Habillement. | Channel: PayXpress | Merchant category: Habillement | Location: Lalala Dakar,,,,,,PayXpress,,,,"PayXpress, La Sape, paiement_payxpress, Habillement",fr,https://moovmoney.ga/payxpress-client/,La Sape,2026-07-21,0.95,Official public source
KB0372,merchant,paiement_payxpress,PayXpress,,Luna Voyages,Puis-je payer chez Luna Voyages avec Moov Money ?,Est-ce que Luna Voyages accepte Moov Money ? | Puis-je payer chez Luna Voyages avec Moov Money ? | marchand luna voyages,Luna Voyages est listé comme partenaire PayXpress dans la catégorie Voyage.,Luna Voyages est listé comme partenaire PayXpress dans la catégorie Voyage. | Channel: PayXpress | Merchant category: Voyage | Location: Charbonnages,,,,,,PayXpress,,,,"PayXpress, Luna Voyages, paiement_payxpress, Voyage",fr,https://moovmoney.ga/payxpress-client/,Luna Voyages,2026-07-21,0.95,Official public source
KB0373,merchant,paiement_payxpress,PayXpress,,Grace Services,Puis-je payer chez Grace Services avec Moov Money ?,Est-ce que Grace Services accepte Moov Money ? | Puis-je payer chez Grace Services avec Moov Money ? | marchand grace services,Grace Services est listé comme partenaire PayXpress dans la catégorie Voyage.,Grace Services est listé comme partenaire PayXpress dans la catégorie Voyage. | Channel: PayXpress | Merchant category: Voyage | Location: Okala,,,,,,PayXpress,,,,"PayXpress, Grace Services, paiement_payxpress, Voyage",fr,https://moovmoney.ga/payxpress-client/,Grace Services,2026-07-21,0.95,Official public source
KB0374,merchant,paiement_payxpress,PayXpress,,La Peyrie,Puis-je payer chez La Peyrie avec Moov Money ?,Est-ce que La Peyrie accepte Moov Money ? | Puis-je payer chez La Peyrie avec Moov Money ? | marchand la peyrie,La Peyrie est listé comme partenaire PayXpress dans la catégorie Microfinance.,La Peyrie est listé comme partenaire PayXpress dans la catégorie Microfinance. | Channel: PayXpress | Merchant category: Microfinance | Location: La Peyrie,,,,,,PayXpress,,,,"PayXpress, La Peyrie, paiement_payxpress, Microfinance",fr,https://moovmoney.ga/payxpress-client/,La Peyrie,2026-07-21,0.95,Official public source
KB0375,merchant,paiement_payxpress,PayXpress,,Ngomes,Puis-je payer chez Ngomes avec Moov Money ?,Est-ce que Ngomes accepte Moov Money ? | Puis-je payer chez Ngomes avec Moov Money ? | marchand ngomes,Ngomes est listé comme partenaire PayXpress dans la catégorie Services.,Ngomes est listé comme partenaire PayXpress dans la catégorie Services. | Channel: PayXpress | Merchant category: Services | Location: Angondje,,,,,,PayXpress,,,,"PayXpress, Ngomes, paiement_payxpress, Services",fr,https://moovmoney.ga/payxpress-client/,Ngomes,2026-07-21,0.95,Official public source
KB0376,merchant,paiement_payxpress,PayXpress,,Ouedraogo Services,Puis-je payer chez Ouedraogo Services avec Moov Money ?,Est-ce que Ouedraogo Services accepte Moov Money ? | Puis-je payer chez Ouedraogo Services avec Moov Money ? | marchand ouedraogo services,Ouedraogo Services est listé comme partenaire PayXpress dans la catégorie Services.,Ouedraogo Services est listé comme partenaire PayXpress dans la catégorie Services. | Channel: PayXpress | Merchant category: Services | Location: Okala,,,,,,PayXpress,,,,"PayXpress, Ouedraogo Services, paiement_payxpress, Services",fr,https://moovmoney.ga/payxpress-client/,Ouedraogo Services,2026-07-21,0.95,Official public source
KB0377,merchant,paiement_payxpress,PayXpress,,Ogoouescience,Puis-je payer chez Ogoouescience avec Moov Money ?,Est-ce que Ogoouescience accepte Moov Money ? | Puis-je payer chez Ogoouescience avec Moov Money ? | marchand ogoouescience,Ogoouescience est listé comme partenaire PayXpress dans la catégorie Services.,Ogoouescience est listé comme partenaire PayXpress dans la catégorie Services. | Channel: PayXpress | Merchant category: Services | Location: Non précisé,,,,,,PayXpress,,,,"PayXpress, Ogoouescience, paiement_payxpress, Services",fr,https://moovmoney.ga/payxpress-client/,Ogoouescience,2026-07-21,0.95,Official public source
KB0378,merchant,paiement_payxpress,PayXpress,,Le Point du Jour,Puis-je payer chez Le Point du Jour avec Moov Money ?,Est-ce que Le Point du Jour accepte Moov Money ? | Puis-je payer chez Le Point du Jour avec Moov Money ? | marchand le point du jour,Le Point du Jour est listé comme partenaire PayXpress dans la catégorie Presse.,Le Point du Jour est listé comme partenaire PayXpress dans la catégorie Presse. | Channel: PayXpress | Merchant category: Presse | Location: Cité Damas,,,,,,PayXpress,,,,"PayXpress, Le Point du Jour, paiement_payxpress, Presse",fr,https://moovmoney.ga/payxpress-client/,Le Point du Jour,2026-07-21,0.95,Official public source
KB0379,merchant,paiement_payxpress,PayXpress,,Interaxis Libreville,Puis-je payer chez Interaxis Libreville avec Moov Money ?,Est-ce que Interaxis Libreville accepte Moov Money ? | Puis-je payer chez Interaxis Libreville avec Moov Money ? | marchand interaxis libreville,Interaxis Libreville est listé comme partenaire PayXpress dans la catégorie Assurance.,Interaxis Libreville est listé comme partenaire PayXpress dans la catégorie Assurance. | Channel: PayXpress | Merchant category: Assurance | Location: Nombakélé,,,,,,PayXpress,,,,"PayXpress, Interaxis Libreville, paiement_payxpress, Assurance",fr,https://moovmoney.ga/payxpress-client/,Interaxis Libreville,2026-07-21,0.95,Official public source
KB0380,merchant,paiement_payxpress,PayXpress,,Interaxis Koulamoutou,Puis-je payer chez Interaxis Koulamoutou avec Moov Money ?,Est-ce que Interaxis Koulamoutou accepte Moov Money ? | Puis-je payer chez Interaxis Koulamoutou avec Moov Money ? | marchand interaxis koulamoutou,Interaxis Koulamoutou est listé comme partenaire PayXpress dans la catégorie Assurance.,Interaxis Koulamoutou est listé comme partenaire PayXpress dans la catégorie Assurance. | Channel: PayXpress | Merchant category: Assurance | Location: Centre-ville,,,,,,PayXpress,,,,"PayXpress, Interaxis Koulamoutou, paiement_payxpress, Assurance",fr,https://moovmoney.ga/payxpress-client/,Interaxis Koulamoutou,2026-07-21,0.95,Official public source
KB0381,merchant,paiement_payxpress,PayXpress,,Livre+,Puis-je payer chez Livre+ avec Moov Money ?,Est-ce que Livre+ accepte Moov Money ? | Puis-je payer chez Livre+ avec Moov Money ? | marchand livre+,Livre+ est listé comme partenaire PayXpress dans la catégorie Librairie.,Livre+ est listé comme partenaire PayXpress dans la catégorie Librairie. | Channel: PayXpress | Merchant category: Librairie | Location: Glass,,,,,,PayXpress,,,,"PayXpress, Livre+, paiement_payxpress, Librairie",fr,https://moovmoney.ga/payxpress-client/,Livre+,2026-07-21,0.95,Official public source
KB0382,merchant,paiement_payxpress,PayXpress,,GIPA,Puis-je payer chez GIPA avec Moov Money ?,Est-ce que GIPA accepte Moov Money ? | Puis-je payer chez GIPA avec Moov Money ? | marchand gipa,GIPA est listé comme partenaire PayXpress dans la catégorie Librairie.,GIPA est listé comme partenaire PayXpress dans la catégorie Librairie. | Channel: PayXpress | Merchant category: Librairie | Location: Centre-ville,,,,,,PayXpress,,,,"PayXpress, GIPA, paiement_payxpress, Librairie",fr,https://moovmoney.ga/payxpress-client/,GIPA,2026-07-21,0.95,Official public source
KB0383,merchant,devenir_marchand,Marchand Online — partenaires,,Pharmacie Sainte Marie,Puis-je payer chez Pharmacie Sainte Marie avec Moov Money ?,Est-ce que Pharmacie Sainte Marie accepte Moov Money ? | Puis-je payer chez Pharmacie Sainte Marie avec Moov Money ? | marchand pharmacie sainte marie,Pharmacie Sainte Marie est listé comme partenaire Marchand Online — partenaires dans la catégorie Santé.,Pharmacie Sainte Marie est listé comme partenaire Marchand Online — partenaires dans la catégorie Santé. | Channel: Marchand Online — partenaires | Merchant category: Santé | Location: Non précisé,,,,,,Marchand Online — partenaires,,,,"Marchand Online — partenaires, Pharmacie Sainte Marie, devenir_marchand, Santé",fr,https://moovmoney.ga/marchand/moov-money-online-marchand/,Pharmacie Sainte Marie,2026-07-21,0.95,Official public source
KB0384,merchant,devenir_marchand,Marchand Online — partenaires,,Deedo,Puis-je payer chez Deedo avec Moov Money ?,Est-ce que Deedo accepte Moov Money ? | Puis-je payer chez Deedo avec Moov Money ? | marchand deedo,Deedo est listé comme partenaire Marchand Online — partenaires dans la catégorie Musique.,Deedo est listé comme partenaire Marchand Online — partenaires dans la catégorie Musique. | Channel: Marchand Online — partenaires | Merchant category: Musique | Location: Non précisé,,,,,,Marchand Online — partenaires,,,,"Marchand Online — partenaires, Deedo, devenir_marchand, Musique",fr,https://moovmoney.ga/marchand/moov-money-online-marchand/,Deedo,2026-07-21,0.95,Official public source
KB0385,merchant,devenir_marchand,Marchand Online — partenaires,,Bola Service,Puis-je payer chez Bola Service avec Moov Money ?,Est-ce que Bola Service accepte Moov Money ? | Puis-je payer chez Bola Service avec Moov Money ? | marchand bola service,Bola Service est listé comme partenaire Marchand Online — partenaires dans la catégorie Services.,Bola Service est listé comme partenaire Marchand Online — partenaires dans la catégorie Services. | Channel: Marchand Online — partenaires | Merchant category: Services | Location: Non précisé,,,,,,Marchand Online — partenaires,,,,"Marchand Online — partenaires, Bola Service, devenir_marchand, Services",fr,https://moovmoney.ga/marchand/moov-money-online-marchand/,Bola Service,2026-07-21,0.95,Official public source
KB0386,merchant,devenir_marchand,Marchand Online — partenaires,,Wakhanda,Puis-je payer chez Wakhanda avec Moov Money ?,Est-ce que Wakhanda accepte Moov Money ? | Puis-je payer chez Wakhanda avec Moov Money ? | marchand wakhanda,Wakhanda est listé comme partenaire Marchand Online — partenaires dans la catégorie Services.,Wakhanda est listé comme partenaire Marchand Online — partenaires dans la catégorie Services. | Channel: Marchand Online — partenaires | Merchant category: Services | Location: Non précisé,,,,,,Marchand Online — partenaires,,,,"Marchand Online — partenaires, Wakhanda, devenir_marchand, Services",fr,https://moovmoney.ga/marchand/moov-money-online-marchand/,Wakhanda,2026-07-21,0.95,Official public source
KB0387,merchant,devenir_marchand,Marchand Online — partenaires,,BSPTECH,Puis-je payer chez BSPTECH avec Moov Money ?,Est-ce que BSPTECH accepte Moov Money ? | Puis-je payer chez BSPTECH avec Moov Money ? | marchand bsptech,BSPTECH est listé comme partenaire Marchand Online — partenaires dans la catégorie Services.,BSPTECH est listé comme partenaire Marchand Online — partenaires dans la catégorie Services. | Channel: Marchand Online — partenaires | Merchant category: Services | Location: Non précisé,,,,,,Marchand Online — partenaires,,,,"Marchand Online — partenaires, BSPTECH, devenir_marchand, Services",fr,https://moovmoney.ga/marchand/moov-money-online-marchand/,BSPTECH,2026-07-21,0.95,Official public source
KB0388,merchant,devenir_marchand,Marchand Online — partenaires,,Gles William,Puis-je payer chez Gles William avec Moov Money ?,Est-ce que Gles William accepte Moov Money ? | Puis-je payer chez Gles William avec Moov Money ? | marchand gles william,Gles William est listé comme partenaire Marchand Online — partenaires dans la catégorie Services.,Gles William est listé comme partenaire Marchand Online — partenaires dans la catégorie Services. | Channel: Marchand Online — partenaires | Merchant category: Services | Location: Non précisé,,,,,,Marchand Online — partenaires,,,,"Marchand Online — partenaires, Gles William, devenir_marchand, Services",fr,https://moovmoney.ga/marchand/moov-money-online-marchand/,Gles William,2026-07-21,0.95,Official public source
