faq_id,faq_type,intent,category,question,question_variants,answer,security_notice,source_url,confidence_score,validation_status
FAQ0182,Derived from official page,partenaire,Partenaire,Quels sont les frais de Inscription Université Omar Bongo ?,Quels sont les frais de Inscription Université Omar Bongo ? | Combien coûte Inscription Université Omar Bongo ? | frais inscription universite omar bongo,Frais: 0 FCFA (Gratuit).,,https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0183,Derived from official page,payer_campus_france,Partenaire,Quels sont les frais de Paiement Campus France ?,Quels sont les frais de Paiement Campus France ? | Combien coûte Paiement Campus France ? | frais paiement campus france,Frais: 350 FCFA (Forfait).,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0184,Derived from official page,partenaire,Partenaire,Quels sont les frais de Recharge Total Card ?,Quels sont les frais de Recharge Total Card ? | Combien coûte Recharge Total Card ? | frais recharge total card,Frais: 10–1000 FCFA (Fourchette).,,https://moovmoney.ga/grille-tarifaire-client/,0.82,Derived Q&A — validate
FAQ0185,Derived from official page,carte_visa,Carte Visa,Quels sont les frais de Carte Visa vers Moov Money ?,Quels sont les frais de Carte Visa vers Moov Money ? | Combien coûte Carte Visa vers Moov Money ? | frais carte visa vers moov money,Frais: 1000 FCFA (Forfait).,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/carte-visa-uba-moov-money/,0.82,Derived Q&A — validate
FAQ0186,Derived from official page,carte_visa,Carte Visa,Quels sont les frais de Moov Money vers Carte Visa ?,Quels sont les frais de Moov Money vers Carte Visa ? | Combien coûte Moov Money vers Carte Visa ? | frais moov money vers carte visa,Frais: 1.5 % (Pourcentage).,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/carte-visa-uba-moov-money/,0.82,Derived Q&A — validate
FAQ0187,Derived from official page,carte_visa,Carte Visa,Quels sont les frais de Consultation solde ?,Quels sont les frais de Consultation solde ? | Combien coûte Consultation solde ? | frais consultation solde,Frais: 100 FCFA (Forfait).,,https://moovmoney.ga/carte-visa-uba-moov-money/,0.82,Derived Q&A — validate
FAQ0188,Derived from official page,carte_visa,Carte Visa,Quels sont les frais de Consultation 5 dernières transactions ?,Quels sont les frais de Consultation 5 dernières transactions ? | Combien coûte Consultation 5 dernières transactions ? | frais consultation 5 dernieres transactions,Frais: 100 FCFA (Forfait).,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/carte-visa-uba-moov-money/,0.82,Derived Q&A — validate
FAQ0189,Derived from official page,carte_visa,Carte Visa,Quels sont les frais de Transfert carte à carte ?,Quels sont les frais de Transfert carte à carte ? | Combien coûte Transfert carte à carte ? | frais transfert carte a carte,Frais: 2380 FCFA (Forfait).,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/carte-visa-uba-moov-money/,0.82,Derived Q&A — validate
FAQ0190,Derived from official page,carte_visa,Carte Visa,Quels sont les frais de Maintenance mensuelle ?,Quels sont les frais de Maintenance mensuelle ? | Combien coûte Maintenance mensuelle ? | frais maintenance mensuelle,Frais: 2380 FCFA (Forfait).,,https://moovmoney.ga/carte-visa-uba-moov-money/,0.82,Derived Q&A — validate
FAQ0191,Derived from official page,carte_visa,Carte Visa,Quels sont les frais de Achat sur TPE UBA ?,Quels sont les frais de Achat sur TPE UBA ? | Combien coûte Achat sur TPE UBA ? | frais achat sur tpe uba,Frais: 1190 FCFA (Forfait).,,https://moovmoney.ga/carte-visa-uba-moov-money/,0.82,Derived Q&A — validate
FAQ0192,Derived from official page,carte_visa,Carte Visa,Quels sont les frais de Achat internet international / TPE hors UBA ?,Quels sont les frais de Achat internet international / TPE hors UBA ? | Combien coûte Achat internet international / TPE hors UBA ? | frais achat internet international / tpe hors uba,Frais: 4.5 % (Pourcentage).,,https://moovmoney.ga/carte-visa-uba-moov-money/,0.82,Derived Q&A — validate
FAQ0193,Derived from official page,retrait_argent,Carte Visa,Quels sont les frais de Retrait GAB UBA ?,Quels sont les frais de Retrait GAB UBA ? | Combien coûte Retrait GAB UBA ? | frais retrait gab uba,Frais: 0 FCFA (Gratuit).,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/carte-visa-uba-moov-money/,0.82,Derived Q&A — validate
FAQ0194,Derived from official page,retrait_argent,Carte Visa,Quels sont les frais de Retrait autre banque locale GIMAC ?,Quels sont les frais de Retrait autre banque locale GIMAC ? | Combien coûte Retrait autre banque locale GIMAC ? | frais retrait autre banque locale gimac,Frais: 1000 FCFA (Forfait).,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/carte-visa-uba-moov-money/,0.82,Derived Q&A — validate
FAQ0195,Derived from official page,retrait_argent,Carte Visa,Quels sont les frais de Retrait autre banque locale non-GIMAC ?,Quels sont les frais de Retrait autre banque locale non-GIMAC ? | Combien coûte Retrait autre banque locale non-GIMAC ? | frais retrait autre banque locale non-gimac,Frais: 2380 FCFA (Forfait).,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/carte-visa-uba-moov-money/,0.82,Derived Q&A — validate
FAQ0196,Derived from official page,retrait_argent,Carte Visa,Quels sont les frais de Retrait GAB zone euro ?,Quels sont les frais de Retrait GAB zone euro ? | Combien coûte Retrait GAB zone euro ? | frais retrait gab zone euro,Frais: 5 % (Pourcentage).,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/carte-visa-uba-moov-money/,0.82,Derived Q&A — validate
FAQ0197,Derived from official page,retrait_argent,Carte Visa,Quels sont les frais de Retrait autre devise ?,Quels sont les frais de Retrait autre devise ? | Combien coûte Retrait autre devise ? | frais retrait autre devise,Frais: 8 % (Pourcentage).,"Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/carte-visa-uba-moov-money/,0.82,Derived Q&A — validate
FAQ0198,Derived from official page,data,Data,Quel est le prix et la validité de Forfait Data 200 MB ?,Quel est le prix de Forfait Data 200 MB ? | Comment acheter Forfait Data 200 MB ? | forfait forfait data 200 mb,"200 MB à 100 FCFA, valable 1 heure.",,https://moovmoney.ga/services/achat-de-forfait/,0.82,Derived Q&A — validate
FAQ0199,Derived from official page,data,Data,Quel est le prix et la validité de Forfait Data 1 GB ?,Quel est le prix de Forfait Data 1 GB ? | Comment acheter Forfait Data 1 GB ? | forfait forfait data 1 gb,"1 GB à 500 FCFA, valable 1 jour.",,https://moovmoney.ga/services/achat-de-forfait/,0.82,Derived Q&A — validate
FAQ0200,Derived from official page,data,Data,Quel est le prix et la validité de Forfait Data 2 GB ?,Quel est le prix de Forfait Data 2 GB ? | Comment acheter Forfait Data 2 GB ? | forfait forfait data 2 gb,"2 GB à 1000 FCFA, valable 3 jours.",,https://moovmoney.ga/services/achat-de-forfait/,0.82,Derived Q&A — validate
FAQ0201,Derived from official page,data,Data,Quel est le prix et la validité de Forfait Data 5 GB ?,Quel est le prix de Forfait Data 5 GB ? | Comment acheter Forfait Data 5 GB ? | forfait forfait data 5 gb,"5 GB à 2000 FCFA, valable 7 jours.",,https://moovmoney.ga/services/achat-de-forfait/,0.82,Derived Q&A — validate
FAQ0202,Derived from official page,data,Data,Quel est le prix et la validité de Forfait Data 14 GB ?,Quel est le prix de Forfait Data 14 GB ? | Comment acheter Forfait Data 14 GB ? | forfait forfait data 14 gb,"14 GB à 5000 FCFA, valable 14 jours.",,https://moovmoney.ga/services/achat-de-forfait/,0.82,Derived Q&A — validate
FAQ0203,Derived from official page,data,Data,Quel est le prix et la validité de Forfait Data 30 GB ?,Quel est le prix de Forfait Data 30 GB ? | Comment acheter Forfait Data 30 GB ? | forfait forfait data 30 gb,"30 GB à 10000 FCFA, valable 30 jours.",,https://moovmoney.ga/services/achat-de-forfait/,0.82,Derived Q&A — validate
FAQ0204,Derived from official page,acheter_forfait_voix,Voix,Quel est le prix et la validité de Forfait Voix 30 minutes ?,Quel est le prix de Forfait Voix 30 minutes ? | Comment acheter Forfait Voix 30 minutes ? | forfait forfait voix 30 minutes,"30 minutes à 100 FCFA, valable 1 heure.",,https://moovmoney.ga/services/achat-de-forfait/,0.82,Derived Q&A — validate
FAQ0205,Derived from official page,acheter_forfait_voix,Voix,Quel est le prix et la validité de Forfait Voix 90 minutes ?,Quel est le prix de Forfait Voix 90 minutes ? | Comment acheter Forfait Voix 90 minutes ? | forfait forfait voix 90 minutes,"90 minutes à 500 FCFA, valable 1 jour.",,https://moovmoney.ga/services/achat-de-forfait/,0.82,Derived Q&A — validate
FAQ0206,Derived from official page,acheter_forfait_voix,Voix,Quel est le prix et la validité de Forfait Voix 3 heures ?,Quel est le prix de Forfait Voix 3 heures ? | Comment acheter Forfait Voix 3 heures ? | forfait forfait voix 3 heures,"3 heures à 1000 FCFA, valable 3 jours.",,https://moovmoney.ga/services/achat-de-forfait/,0.82,Derived Q&A — validate
FAQ0207,Derived from official page,acheter_forfait_voix,Voix,Quel est le prix et la validité de Forfait Voix 6 heures ?,Quel est le prix de Forfait Voix 6 heures ? | Comment acheter Forfait Voix 6 heures ? | forfait forfait voix 6 heures,"6 heures à 2000 FCFA, valable 7 jours.",,https://moovmoney.ga/services/achat-de-forfait/,0.82,Derived Q&A — validate
FAQ0208,Derived from official page,acheter_forfait_voix,Voix,Quel est le prix et la validité de Forfait Voix 16 heures ?,Quel est le prix de Forfait Voix 16 heures ? | Comment acheter Forfait Voix 16 heures ? | forfait forfait voix 16 heures,"16 heures à 5000 FCFA, valable 14 jours.",,https://moovmoney.ga/services/achat-de-forfait/,0.82,Derived Q&A — validate
FAQ0209,Derived from official page,acheter_forfait_voix,Voix,Quel est le prix et la validité de Forfait Voix 40 heures ?,Quel est le prix de Forfait Voix 40 heures ? | Comment acheter Forfait Voix 40 heures ? | forfait forfait voix 40 heures,"40 heures à 10000 FCFA, valable 30 jours.",,https://moovmoney.ga/services/achat-de-forfait/,0.82,Derived Q&A — validate
FAQ0210,Derived procedure Q&A,transfert_national,Transfert national,Quelles sont les étapes pour Transfert national ?,Comment faire Transfert national ? | Procédure transfert national | aide transfert national,"1. Ouvrir le menu Moov Money.
1. Ouvrir la fonction Transfert.
2. Choisir l’option Transfert.
2. Renseigner le numéro du bénéficiaire.
3. Choisir le transfert vers un numéro.
3. Saisir le montant.
4. Saisir le numéro du bénéficiaire puis le montant.
4. Vérifier le récapitulatif.
5. Valider avec le code PIN.
5. Confirmer avec le code PIN.","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/services/transfert-national/,0.84,Derived Q&A — validate
FAQ0211,Derived procedure Q&A,retrait_argent,Retrait d’espèces,Quelles sont les étapes pour Retrait d’espèces ?,Comment faire Retrait d’espèces ? | Procédure retrait d’especes | aide retrait d’especes,"1. Choisir Retrait.
2. Sélectionner le type de retrait proposé.
3. Saisir le code de l’agent.
4. Saisir le montant.
5. Valider avec le code PIN.","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/services/retrait/,0.84,Derived Q&A — validate
FAQ0212,Derived procedure Q&A,achat_de_credit,Achat de crédit,Quelles sont les étapes pour Achat de crédit ?,Comment faire Achat de crédit ? | Procédure achat de credit | aide achat de credit,"1. Choisir Achat de crédit.
2. Indiquer si la recharge concerne son numéro ou un tiers.
3. Saisir le numéro si nécessaire.
4. Saisir le montant.
5. Valider avec le code PIN.","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/services/recharges/,0.84,Derived Q&A — validate
FAQ0213,Derived procedure Q&A,achat_de_forfait,Achat de forfait,Quelles sont les étapes pour Achat de forfait ?,Comment faire Achat de forfait ? | Procédure achat de forfait | aide achat de forfait,"1. Ouvrir Achat de forfait.
2. Choisir le bénéficiaire: soi-même, tiers ou SpeedBox.
4. Sélectionner le pass.
5. Confirmer avec le code PIN.","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/services/achat-de-forfait/,0.84,Derived Q&A — validate
FAQ0214,Derived procedure Q&A,acheter_forfait_voix,Achat de forfait,Quelles sont les étapes pour Achat de forfait ?,Comment faire Achat de forfait ? | Procédure achat de forfait | aide achat de forfait,3. Choisir la famille Voix ou Data.,,https://moovmoney.ga/services/achat-de-forfait/,0.84,Derived Q&A — validate
FAQ0215,Derived procedure Q&A,payer_seeg_edan,Paiement SEEG/EDAN,Quelles sont les étapes pour Paiement SEEG/EDAN ?,Comment faire Paiement SEEG/EDAN ? | Procédure paiement seeg/edan | aide paiement seeg/edan,"1. Ouvrir le menu SEEG.
2. Choisir MobileDan ou le type de service.
3. Choisir Paiement.
4. Renseigner le contact ou la référence.
5. Préciser si le compteur est enregistré.
6. Saisir le nom et le montant demandés.
7. Valider avec le code PIN.","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/services/paiement-seeg-et-edan/,0.84,Derived Q&A — validate
FAQ0216,Derived procedure Q&A,payer_gabon_telecom,Paiement Gabon Telecom,Quelles sont les étapes pour Paiement Gabon Telecom ?,Comment faire Paiement Gabon Telecom ? | Procédure paiement gabon telecom | aide paiement gabon telecom,"1. Choisir Paiement.
2. Choisir Gabon Telecom.
3. Sélectionner ADSL, DUO ou Fibre.
4. Saisir le numéro fixe ou la référence.
5. Choisir le paiement.
6. Confirmer avec le code PIN.","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/services/facture-gabon-telecom/,0.84,Derived Q&A — validate
FAQ0217,Derived procedure Q&A,payer_canal,Réabonnement Canal+,Quelles sont les étapes pour Réabonnement Canal+ ?,Comment faire Réabonnement Canal+ ? | Procédure reabonnement canal+ | aide reabonnement canal+,"1. Choisir Paiement.
2. Choisir Canal+.
3. Sélectionner le type de transaction.
4. Indiquer si la carte est enregistrée.
5. Vérifier le numéro de carte.
6. Confirmer avec le code PIN.","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/services/canal-et-satcon/,0.84,Derived Q&A — validate
FAQ0218,Derived procedure Q&A,payer_canal,Réabonnement SATCON,Quelles sont les étapes pour Réabonnement SATCON ?,Comment faire Réabonnement SATCON ? | Procédure reabonnement satcon | aide reabonnement satcon,"1. Choisir Paiement.
2. Choisir SATCON.
3. Sélectionner la nature de l’opération.
4. Indiquer le statut de la carte.
5. Choisir la durée ou la formule.
6. Vérifier le récapitulatif.
7. Confirmer avec le code PIN.","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/services/canal-et-satcon/,0.84,Derived Q&A — validate
FAQ0219,Derived procedure Q&A,payer_campus_france,Paiement Campus France,Quelles sont les étapes pour Paiement Campus France ?,Comment faire Paiement Campus France ? | Procédure paiement campus france | aide paiement campus france,"1. Choisir Paiement.
2. Choisir Campus France.
3. Saisir le numéro de dossier.
4. Choisir la nature des frais.
5. Vérifier le récapitulatif.
6. Valider avec le code PIN.","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/services/campus-france/,0.84,Derived Q&A — validate
FAQ0220,Derived procedure Q&A,devenir_marchand,Paiement marchand standard,Quelles sont les étapes pour Paiement marchand standard ?,Comment faire Paiement marchand standard ? | Procédure paiement marchand standard | aide paiement marchand standard,"1. Choisir Paiement.
2. Choisir Marchand.
3. Saisir le code marchand.
4. Saisir le montant.
5. Valider avec le code PIN.","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/marchand/standards-et-partenaires/,0.84,Derived Q&A — validate
FAQ0221,Derived procedure Q&A,transfert_cemac,Transfert CEMAC,Quelles sont les étapes pour Transfert CEMAC ?,Comment faire Transfert CEMAC ? | Procédure transfert cemac | aide transfert cemac,"1. Choisir GIMACPAY.
1. Choisir GIMACPAY.
2. Choisir Transfert.
2. Choisir Transfert.
3. Choisir Transfert CEMAC.
3. Choisir Transfert CEMAC.
4. Sélectionner le pays.
4. Sélectionner le pays.
5. Sélectionner l’opérateur.
5. Sélectionner l’opérateur.
6. Saisir le numéro, le montant et confirmer avec le code PIN.
6. Saisir le numéro et le montant.
7. Confirmer le récapitulatif.
8. Saisir le code PIN.","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/services/transfert-international/,0.84,Derived Q&A — validate
FAQ0222,Derived procedure Q&A,activation_compte,Activation compte,Quelles sont les étapes pour Activation compte ?,Comment faire Activation compte ? | Procédure activation compte | aide activation compte,"1. Après activation ou remise du mot de passe temporaire, composer le code.
2. Accéder à la fonction de changement de mot de passe.
3. Définir un nouveau code confidentiel.
4. Conserver le code PIN secret.","Never request or disclose a PIN, password, OTP, or biometric data. The user must verify transaction details and confirm only through the secure Moov Money flow.",https://moovmoney.ga/devenir-client/,0.84,Derived Q&A — validate
FAQ0223,Derived procedure Q&A,devenir_revendeur,Approvisionnement revendeur BGFIBank,Quelles sont les étapes pour Approvisionnement revendeur BGFIBank ?,Comment faire Approvisionnement revendeur BGFIBank ? | Procédure approvisionnement revendeur bgfibank | aide approvisionnement revendeur bgfibank,"1. Se rendre dans une agence BGFIBank.
2. Renseigner le code agent public indiqué par Moov Money.
3. Renseigner le compte bénéficiaire public indiqué sur le site.
4. Mettre son numéro Moov Money dans le motif.
5. L’agence vérifie le profil revendeur et exécute l’approvisionnement.",,https://moovmoney.ga/services/approvisionnement-via-les-agences-bgfi/,0.84,Derived Q&A — validate
